id,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score
counterj,,,,,,3813.0,1716.0,62.0,0.0,,,,,,,,,,,,62.0,1253.0,73.0,56.0,,,,,,,,,,,,,,,,,1.0,1325.0,265.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,55.0,1657.0,74.0,89.0,,,,,,,
narmer29,,,,,,,,,,,,,,,,,,,,,22.0,2492.0,95.0,22.0,,,,,,,,,,,,,,,,,39.0,2460.0,78.0,-3.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
bachcheci,,,,,,,,,,,,,,,,,,,,,150.0,1505.0,45.0,7.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
yavuzilla,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,2.0,1428.0,249.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
dannydiamonds,,,,,,8.0,1258.0,168.0,0.0,True,,,,,,,,,,,5.0,944.0,187.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,310.0,1216.0,45.0,5.0,,,,,,,
i_miss_that_move,,,,,,42.0,1897.0,103.0,0.0,,,,,,,,,,,,4.0,1330.0,176.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,381.0,1739.0,45.0,-8.0,,,,,,,
matias-jaque,1.0,1353.0,313.0,0.0,True,500.0,1125.0,80.0,0.0,,,,,,,3.0,982.0,242.0,0.0,True,60.0,774.0,87.0,7.0,,,,,,,,,,,,7.0,962.0,161.0,0.0,True,24.0,600.0,113.0,-58.0,True,2.0,1244.0,327.0,0.0,True,4.0,949.0,213.0,0.0,True,224.0,819.0,50.0,9.0,,,,99.0,19.0,,
amour93,,,,,,111.0,1809.0,99.0,0.0,,,,,,,,,,,,898.0,1663.0,58.0,-2.0,,,,,,,,,,,,,,,,,11.0,1454.0,131.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1590.0,173.0,0.0,True,,,,,,
nay_12,,,,,,,,,,,,,,,,,,,,,7.0,1112.0,187.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,20.0,1132.0,145.0,-110.0,True,,,,,,
sllntkllr_211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesshubpremium,,,,,,3638.0,2085.0,63.0,0.0,,,,,,,,,,,,1486.0,1247.0,46.0,-5.0,,,,,,,4.0,1584.0,226.0,0.0,True,,,,,,281.0,979.0,52.0,34.0,,0.0,1500.0,500.0,0.0,True,24.0,1150.0,116.0,3.0,True,92.0,1481.0,66.0,42.0,,36.0,27.0,8.0,30.0,,
ismail_gol,,,,,,226.0,1748.0,229.0,-30.0,True,,,,,,,,,,,1282.0,1618.0,74.0,14.0,,1.0,1467.0,377.0,0.0,True,,,,,,,,,,,6.0,1281.0,289.0,0.0,True,2.0,1287.0,273.0,0.0,True,3.0,1765.0,401.0,0.0,True,4248.0,1813.0,85.0,17.0,,,,,,,
karthikaravi,,,,,,182.0,1951.0,86.0,0.0,,,,,,,,,,,,3348.0,2016.0,45.0,-13.0,,,,,,,,,,,,,,,,,375.0,1858.0,63.0,-9.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,36.0,2301.0,110.0,37.0,True,,,,,,
kingofprussia,,,,,,248.0,2173.0,100.0,0.0,,,,,,,,,,,,1124.0,1857.0,45.0,-31.0,,,,,,,,,,,,,,,,,3.0,1469.0,188.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1887.0,233.0,0.0,True,263.0,2061.0,46.0,22.0,,,,,,,
brian_maingi,,,,,,323.0,1129.0,76.0,0.0,,,,,,,,,,,,5.0,952.0,167.0,0.0,True,,,,,,,,,,,,,,,,101.0,798.0,61.0,1.0,,0.0,1500.0,500.0,0.0,True,22.0,1127.0,111.0,-100.0,True,696.0,1285.0,45.0,19.0,,,,,,,
adrianogc,,,,,,,,,,,,,,,,,,,,,2.0,1182.0,246.0,0.0,True,,,,,,,,,,,,,,,,1.0,1212.0,293.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1165.0,246.0,0.0,True,,,,,,
thinuthi,,,,,,7.0,1593.0,150.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,29.0,1279.0,83.0,200.0,,,,,,,
pvsaraf,,,,,,238.0,1773.0,78.0,0.0,,,,,,,2.0,1029.0,270.0,0.0,True,1118.0,1919.0,45.0,13.0,,,,,,,,,,,,,,,,,771.0,1750.0,45.0,-34.0,,0.0,1500.0,500.0,0.0,True,11.0,1803.0,162.0,0.0,True,104.0,1989.0,64.0,-7.0,,,,,,,
bytebandit,,,,,,627.0,2403.0,69.0,0.0,,,,,,,,,,,,2149.0,1852.0,58.0,47.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,22.0,1932.0,189.0,0.0,True,259.0,1916.0,111.0,17.0,True,2.0,19.0,,,,
shanks1996,,,,,,13.0,1500.0,126.0,0.0,True,,,,,,,,,,,15.0,1376.0,104.0,-6.0,,,,,,,,,,,,,,,,,1.0,1062.0,320.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1697.0,301.0,0.0,True,11.0,1613.0,119.0,0.0,True,,,,,,
lembuganteng,,,,,,1.0,1445.0,425.0,0.0,True,,,,,,,,,,,32.0,1425.0,71.0,107.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,163.0,1553.0,49.0,-19.0,,,,,,,
edilson_7,,,,,,13.0,2021.0,214.0,-2.0,True,,,,,,,,,,,581.0,1903.0,92.0,4.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,13.0,1479.0,178.0,-234.0,True,16.0,1607.0,164.0,8.0,True,1639.0,2147.0,47.0,-38.0,,,,,,,
vemdechess,,,,,,,,,,,,,,,,,,,,,16.0,2006.0,115.0,73.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
micialpha,,,,,,,,,,,,,,,,,,,,,2.0,1143.0,232.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1406.0,368.0,0.0,True,,,,,,
ksm015_b18l_ikmal,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,79.0,1065.0,59.0,50.0,,,,,,,
sarvesh_k,,,,,,461.0,1461.0,61.0,0.0,,,,,,,,,,,,1.0,1352.0,322.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1641.0,227.0,0.0,True,424.0,1662.0,50.0,41.0,,3.0,19.0,9.0,27.0,4.0,12.0
franckkra01,,,,,,,,,,,,,,,,,,,,,11.0,1057.0,155.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
joaog2004,3.0,1243.0,247.0,0.0,True,53.0,2321.0,105.0,0.0,,,,,,,,,,,,1039.0,1899.0,46.0,-10.0,,,,,,,,,,,,,,,,,22.0,1750.0,98.0,128.0,,0.0,1500.0,500.0,0.0,True,7.0,1701.0,174.0,0.0,True,36.0,1510.0,130.0,-70.0,True,208.0,45.0,,,2.0,41.0
gaspi10_uc,,,,,,,,,,,,,,,,,,,,,1.0,1300.0,294.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
amshuman,,,,,,11.0,1095.0,131.0,0.0,True,,,,,,,,,,,3.0,752.0,206.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,986.0,1186.0,45.0,-9.0,,,,,,,
inst_frranck,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,7.0,1348.0,142.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
saksham9109,,,,,,2.0,1357.0,326.0,0.0,True,,,,,,,,,,,1.0,1342.0,306.0,0.0,True,,,,,,,,,,,,,,,,4.0,957.0,180.0,0.0,True,3.0,1333.0,310.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
ravimore,,,,,,60.0,1980.0,107.0,0.0,,,,,,,,,,,,50.0,1459.0,59.0,-91.0,,,,,,,,,,,,,,,,,75.0,1429.0,76.0,24.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,36.0,1453.0,95.0,160.0,,6.0,33.0,,,1.0,10.0
resarf,,,,,,557.0,1452.0,76.0,0.0,,,,,,,,,,,,246.0,1113.0,45.0,-1.0,,,,,,,,,,,,,,,,,429.0,1028.0,47.0,-22.0,,0.0,1500.0,500.0,0.0,True,1.0,1289.0,267.0,0.0,True,874.0,1394.0,55.0,-26.0,,,,,,,
kapilstund,51.0,1667.0,83.0,-75.0,,2096.0,2208.0,71.0,0.0,,6.0,1539.0,208.0,0.0,True,26.0,1426.0,116.0,118.0,True,1757.0,2107.0,53.0,39.0,,,,,,,2.0,1203.0,240.0,0.0,True,12.0,1563.0,173.0,-150.0,True,2312.0,2050.0,54.0,19.0,,3.0,1857.0,204.0,0.0,True,17.0,1835.0,135.0,129.0,True,50.0,2007.0,116.0,92.0,True,125.0,46.0,3.0,37.0,22.0,29.0
racethereaper_7,,,,,,72.0,1285.0,127.0,0.0,True,,,,,,,,,,,739.0,979.0,48.0,0.0,,,,,,,4.0,1293.0,274.0,0.0,True,,,,,,71.0,977.0,114.0,35.0,True,34.0,1438.0,140.0,-24.0,True,64.0,1084.0,72.0,-41.0,,22.0,1029.0,117.0,-15.0,True,,,,,,
bora3906,,,,,,90.0,1650.0,94.0,0.0,,,,,,,,,,,,152.0,1464.0,61.0,-56.0,,,,,,,,,,,,,,,,,7.0,1023.0,148.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,157.0,1761.0,52.0,17.0,,,,,,,
chessdad19,,,,,,317.0,1706.0,87.0,0.0,,,,,,,,,,,,2146.0,1571.0,45.0,-10.0,,,,,,,,,,,,,,,,,18.0,1339.0,137.0,-54.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
benson426,,,,,,899.0,1580.0,73.0,0.0,,,,,,,,,,,,43.0,1130.0,74.0,-77.0,,,,,,,,,,,,,,,,,2.0,1205.0,228.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1714.0,294.0,0.0,True,154.0,1359.0,45.0,-2.0,,,,,,,
bruna2010,,,,,,,,,,,,,,,,,,,,,129.0,1332.0,81.0,-8.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
delinaplatavargas,,,,,,,,,,,,,,,,,,,,,9.0,1275.0,160.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
smasha954,25.0,1346.0,155.0,110.0,True,207.0,1624.0,71.0,0.0,,,,,,,,,,,,546.0,1425.0,46.0,-5.0,,,,,,,,,,,,,,,,,49.0,1256.0,76.0,0.0,,0.0,1500.0,500.0,0.0,True,115.0,1438.0,113.0,-16.0,True,645.0,1584.0,58.0,-15.0,,,,,,,
casrat126,,,,,,6504.0,1453.0,60.0,0.0,,,,,,,,,,,,235.0,1097.0,45.0,-13.0,,,,,,,,,,,,,,,,,450.0,1203.0,45.0,6.0,,0.0,1500.0,500.0,0.0,True,3.0,1115.0,225.0,0.0,True,88.0,1063.0,85.0,3.0,,,,,,,
corporal_cake,,,,,,7635.0,2273.0,91.0,0.0,,,,,,,,,,,,1585.0,1843.0,50.0,15.0,,,,,,,,,,,,,,,,,359.0,1469.0,120.0,-34.0,True,0.0,1500.0,500.0,0.0,True,59.0,1891.0,153.0,82.0,True,235.0,1860.0,139.0,48.0,True,198.0,47.0,,,583.0,61.0
azomem,,,,,,132.0,1425.0,204.0,-56.0,True,,,,,,,,,,,43.0,847.0,142.0,-49.0,True,,,,,,,,,,,,,,,,10862.0,912.0,46.0,3.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1334.0,262.0,0.0,True,,,,,,
miladagha,,,,,,302.0,2010.0,79.0,0.0,,,,,,,,,,,,2283.0,1975.0,49.0,19.0,,,,,,,,,,,,,,,,,859.0,1650.0,58.0,10.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,36.0,1862.0,98.0,-6.0,,,,,,,
ahmedelhenawy,,,,,,11.0,1525.0,124.0,0.0,True,,,,,,,,,,,35.0,1259.0,70.0,-9.0,,,,,,,,,,,,,,,,,2.0,1147.0,229.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,86.0,1161.0,50.0,19.0,,,,,,,
julioadv,,,,,,93.0,2123.0,154.0,0.0,True,,,,,,,,,,,689.0,1825.0,70.0,-47.0,,,,,,,,,,,,,,,,,2.0,1078.0,247.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,108.0,1940.0,111.0,-33.0,True,,,,,,
flixfox,,,,,,15.0,1797.0,137.0,0.0,True,,,,,,,,,,,8.0,1657.0,172.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1593.0,378.0,0.0,True,494.0,1509.0,46.0,37.0,,86.0,1284.0,49.0,-18.0,,,,,,,
adria3,,,,,,,,,,,,,,,,,,,,,11.0,822.0,150.0,0.0,True,,,,,,,,,,,,,,,,1.0,1406.0,367.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
nikhil3048,,,,,,7335.0,1630.0,63.0,0.0,,,,,,,,,,,,2.0,1492.0,213.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,830.0,1426.0,45.0,-22.0,,1.0,19.0,,,404.0,38.0
rupeshpalikhel,,,,,,17.0,1831.0,102.0,0.0,,,,,,,,,,,,38.0,1551.0,69.0,-29.0,,,,,,,,,,,,,,,,,1.0,1199.0,295.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
ah_z550,,,,,,8105.0,1433.0,76.0,0.0,,,,,,,,,,,,7.0,1191.0,136.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,3.0,1928.0,242.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
mildred1970,,,,,,,,,,,,,,,,1.0,800.0,427.0,0.0,True,131.0,2239.0,56.0,17.0,,,,,,,,,,,,,,,,,444.0,2125.0,57.0,48.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
mvsto,,,,,,485.0,1897.0,87.0,0.0,,,,,,,,,,,,867.0,1961.0,45.0,22.0,,,,,,,,,,,,,,,,,422.0,1904.0,78.0,28.0,,8.0,1887.0,151.0,0.0,True,14.0,2020.0,123.0,-18.0,True,90.0,1989.0,74.0,-1.0,,2.0,23.0,,,1.0,5.0
mr_peon,,,,,,58.0,1565.0,107.0,0.0,,,,,,,,,,,,25.0,1320.0,117.0,34.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2015.0,1600.0,45.0,-11.0,,2.0,11.0,,,,
hectorgamerel2009,3.0,920.0,253.0,0.0,True,436.0,1375.0,74.0,0.0,,4.0,1190.0,223.0,0.0,True,3.0,1084.0,232.0,0.0,True,26.0,1040.0,110.0,95.0,True,1.0,1221.0,364.0,0.0,True,2.0,1157.0,245.0,0.0,True,2.0,1103.0,300.0,0.0,True,9.0,1077.0,184.0,0.0,True,7.0,1527.0,231.0,0.0,True,23.0,1163.0,111.0,-173.0,True,35.0,994.0,72.0,6.0,,,,1.0,13.0,,
samuraicoachguj,,,,,,22.0,1886.0,130.0,0.0,True,,,,,,,,,,,2364.0,1982.0,45.0,-3.0,,,,,,,,,,,,,,,,,154.0,1783.0,58.0,-5.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,11.0,2064.0,152.0,0.0,True,,,,,,
betito1234,,,,,,,,,,,,,,,,,,,,,105.0,884.0,49.0,-43.0,,,,,,,,,,,,,,,,,3.0,1060.0,200.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
kostiantynpet222,,,,,,1.0,1411.0,381.0,0.0,True,,,,,,,,,,,10.0,1919.0,128.0,0.0,True,,,,,,,,,,,,,,,,89.0,1723.0,59.0,6.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
mitrovicdragan58,537.0,1241.0,153.0,13.0,True,741.0,1573.0,210.0,34.0,True,,,,,,131.0,947.0,186.0,-14.0,True,28344.0,893.0,46.0,-13.0,,372.0,1291.0,163.0,-28.0,True,524.0,1267.0,160.0,89.0,True,,,,,,9963.0,636.0,46.0,16.0,,0.0,1500.0,500.0,0.0,True,3084.0,1550.0,48.0,-19.0,,22881.0,1182.0,46.0,-29.0,,,,,,,
leleo01,,,,,,8.0,1204.0,164.0,0.0,True,,,,,,,,,,,587.0,1070.0,50.0,-17.0,,,,,,,,,,,,,,,,,73.0,790.0,97.0,-25.0,,0.0,1500.0,500.0,0.0,True,1.0,1683.0,305.0,0.0,True,5.0,1797.0,170.0,0.0,True,,,,,,
bobo23,,,,,,,,,,,,,,,,2.0,1094.0,277.0,0.0,True,609.0,2002.0,66.0,-20.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
taktic7405,1.0,1293.0,328.0,0.0,True,18.0,1823.0,122.0,0.0,True,,,,,,,,,,,1.0,1431.0,345.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,7.0,1612.0,260.0,0.0,True,748.0,1511.0,54.0,15.0,,0.0,1500.0,500.0,0.0,True,,,,,,
karishok,,,,,,1033.0,1335.0,80.0,0.0,,,,,,,,,,,,2.0,1766.0,247.0,0.0,True,,,,,,,,,,,,,,,,4.0,820.0,200.0,0.0,True,1.0,1258.0,398.0,0.0,True,4.0,1191.0,260.0,0.0,True,5.0,1230.0,182.0,0.0,True,9.0,12.0,5.0,24.0,37.0,14.0
pkarya1508,,,,,,18.0,1371.0,152.0,-103.0,True,,,,,,,,,,,119.0,933.0,61.0,43.0,,,,,,,,,,,,,,,,,3.0,1003.0,215.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
gerardoroberts,,,,,,,,,,,,,,,,,,,,,454.0,1512.0,75.0,-26.0,,,,,,,,,,,,,,,,,66.0,1234.0,86.0,91.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,32.0,1746.0,106.0,-17.0,,,,,,,
amshiv14,,,,,,5.0,1287.0,186.0,0.0,True,,,,,,,,,,,144.0,1002.0,51.0,-17.0,,,,,,,,,,,,,,,,,1.0,1183.0,298.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1118.0,161.0,0.0,True,,,,,,
lankyeconomist,,,,,,327.0,1316.0,81.0,0.0,,,,,,,,,,,,458.0,1088.0,45.0,22.0,,,,,,,,,,,,,,,,,17.0,1116.0,99.0,-11.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,101.0,1095.0,70.0,-8.0,,,,,,,
lunamariana,,,,,,,,,,,,,,,,,,,,,6.0,1065.0,178.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
danmckay91,,,,,,2759.0,1934.0,65.0,0.0,,,,,,,,,,,,793.0,1500.0,47.0,-41.0,,,,,,,,,,,,,,,,,66.0,1149.0,101.0,-43.0,,29.0,1956.0,172.0,89.0,True,85.0,1546.0,125.0,50.0,True,374.0,1603.0,71.0,2.0,,,,,,,
ayoubassfar,,,,,,109.0,1734.0,81.0,0.0,,,,,,,,,,,,222.0,1519.0,56.0,-9.0,,,,,,,,,,,,1.0,1363.0,342.0,0.0,True,49.0,1353.0,100.0,70.0,,2.0,1268.0,255.0,0.0,True,19.0,1457.0,123.0,-2.0,True,55.0,1650.0,84.0,-43.0,,,,,,,
rapit-qwernt,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,19.0,2066.0,86.0,-176.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,29.0,2211.0,76.0,-104.0,,,,,,3.0,34.0
steven_pangyo_2013,4.0,1090.0,228.0,0.0,True,8.0,910.0,150.0,0.0,True,,,,,,3.0,1191.0,232.0,0.0,True,65.0,783.0,90.0,114.0,,2.0,1262.0,273.0,0.0,True,1.0,1237.0,307.0,0.0,True,7.0,1119.0,182.0,0.0,True,31.0,835.0,113.0,-3.0,True,1.0,1659.0,399.0,0.0,True,8.0,996.0,166.0,0.0,True,144.0,946.0,45.0,41.0,,,,,,4.0,2.0
rossoneri0770,,,,,,29.0,1316.0,92.0,0.0,,,,,,,,,,,,112.0,1060.0,46.0,-10.0,,,,,,,,,,,,,,,,,7.0,1240.0,138.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
poulrajdaniel-13,,,,,,395.0,2209.0,63.0,0.0,,,,,,,,,,,,1717.0,1955.0,45.0,40.0,,,,,,,,,,,,,,,,,2696.0,1495.0,45.0,15.0,,0.0,1500.0,500.0,0.0,True,1.0,1703.0,270.0,0.0,True,53.0,1987.0,77.0,34.0,,,,,,,
vedant_vig,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,3.0,1156.0,337.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1417.0,383.0,0.0,True,83.0,978.0,78.0,-4.0,,,,125.0,21.0,,
ilusaaxd,,,,,,158.0,2146.0,81.0,0.0,,,,,,,,,,,,1.0,1682.0,297.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1650.0,229.0,0.0,True,,,,,,
charlett,,,,,,29.0,1948.0,201.0,65.0,True,,,,,,,,,,,666.0,1817.0,50.0,-7.0,,,,,,,,,,,,,,,,,5.0,1498.0,171.0,0.0,True,1.0,1372.0,354.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
kursywa,,,,,,608.0,1550.0,72.0,0.0,,,,,,,,,,,,314.0,1138.0,52.0,-6.0,,,,,,,,,,,,,,,,,33.0,1325.0,76.0,-50.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1461.0,186.0,0.0,True,,,2.0,26.0,,
madriana7,1.0,1258.0,414.0,0.0,True,,,,,,,,,,,,,,,,8.0,1361.0,200.0,0.0,True,,,,,,,,,,,,,,,,43.0,1231.0,91.0,40.0,,2.0,1965.0,353.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1258.0,412.0,0.0,True,,,,,,
zekruh,,,,,,126.0,1344.0,101.0,0.0,,,,,,,,,,,,508.0,1185.0,47.0,-29.0,,,,,,,,,,,,,,,,,24.0,1102.0,87.0,35.0,,0.0,1500.0,500.0,0.0,True,1.0,1258.0,398.0,0.0,True,163.0,1346.0,82.0,-46.0,,,,,,,
erik-ap,,,,,,430.0,1465.0,95.0,0.0,,,,,,,,,,,,222.0,1164.0,64.0,-39.0,,,,,,,,,,,,,,,,,46.0,991.0,78.0,-22.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
anion21,60.0,1602.0,90.0,66.0,,104.0,2004.0,195.0,27.0,True,,,,,,97.0,1248.0,107.0,55.0,,255.0,1730.0,46.0,23.0,,63.0,1681.0,95.0,27.0,,171.0,1639.0,67.0,36.0,,102.0,1574.0,79.0,-74.0,,181.0,1626.0,61.0,31.0,,56.0,1850.0,83.0,12.0,,0.0,1500.0,500.0,0.0,True,6.0,1801.0,151.0,0.0,True,,,,,,
