id,chess960_games,chess960_rating,chess960_rd,chess960_prog,chess960_prov,puzzle_games,puzzle_rating,puzzle_rd,puzzle_prog,puzzle_prov,racingKings_games,racingKings_rating,racingKings_rd,racingKings_prog,racingKings_prov,ultraBullet_games,ultraBullet_rating,ultraBullet_rd,ultraBullet_prog,ultraBullet_prov,blitz_games,blitz_rating,blitz_rd,blitz_prog,blitz_prov,kingOfTheHill_games,kingOfTheHill_rating,kingOfTheHill_rd,kingOfTheHill_prog,kingOfTheHill_prov,crazyhouse_games,crazyhouse_rating,crazyhouse_rd,crazyhouse_prog,crazyhouse_prov,threeCheck_games,threeCheck_rating,threeCheck_rd,threeCheck_prog,threeCheck_prov,bullet_games,bullet_rating,bullet_rd,bullet_prog,bullet_prov,correspondence_games,correspondence_rating,correspondence_rd,correspondence_prog,correspondence_prov,classical_games,classical_rating,classical_rd,classical_prog,classical_prov,rapid_games,rapid_rating,rapid_rd,rapid_prog,rapid_prov,storm_runs,storm_score,racer_runs,racer_score,streak_runs,streak_score
genco_osman,,,,,,1639.0,1976.0,74.0,0.0,,,,,,,,,,,,1931.0,1592.0,45.0,-12.0,,,,,,,,,,,,,,,,,23.0,1166.0,80.0,-72.0,,1.0,1741.0,413.0,0.0,True,6.0,1911.0,315.0,0.0,True,785.0,1571.0,106.0,-44.0,,1.0,6.0,,,7.0,16.0
gionk,,,,,,6183.0,2057.0,64.0,0.0,,,,,,,,,,,,72.0,1688.0,106.0,60.0,,,,,,,,,,,,,,,,,172.0,1629.0,64.0,2.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,7.0,1997.0,168.0,0.0,True,,,,,,
neoblaze1,,,,,,,,,,,,,,,,,,,,,675.0,805.0,55.0,10.0,,,,,,,,,,,,,,,,,79.0,659.0,108.0,9.0,,3.0,1199.0,259.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
abdallah_gamer123,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,1.0,1352.0,314.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
shlsh,,,,,,3.0,1520.0,246.0,0.0,True,,,,,,,,,,,2841.0,1742.0,45.0,22.0,,,,,,,,,,,,,,,,,9.0,1067.0,126.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1328.0,314.0,0.0,True,2.0,1625.0,250.0,0.0,True,,,,,,
rezatorankan,,,,,,108.0,1905.0,79.0,0.0,,,,,,,,,,,,4160.0,2217.0,45.0,13.0,,,,,,,,,,,,,,,,,9.0,1847.0,126.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1760.0,302.0,0.0,True,,,,,,
caprif,,,,,,,,,,,,,,,,,,,,,3.0,938.0,217.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1373.0,254.0,0.0,True,99.0,1518.0,82.0,23.0,,,,,,,
mark-efremov,,,,,,27.0,1373.0,100.0,0.0,,,,,,,,,,,,2.0,1500.0,234.0,0.0,True,,,,,,,,,,,1.0,1609.0,404.0,0.0,True,3.0,1380.0,252.0,0.0,True,4.0,1503.0,254.0,0.0,True,6.0,1298.0,169.0,0.0,True,55.0,1214.0,74.0,-27.0,,1.0,7.0,5.0,15.0,19.0,12.0
sheila20030436,,,,,,,,,,,,,,,,,,,,,35.0,1431.0,107.0,-57.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
felipecezar,,,,,,20.0,1105.0,161.0,0.0,True,,,,,,,,,,,5.0,980.0,234.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,6.0,1531.0,266.0,0.0,True,1.0,1177.0,373.0,0.0,True,9.0,1441.0,187.0,0.0,True,,,1.0,1.0,,
yousefnable,,,,,,1325.0,1746.0,75.0,0.0,,,,,,,,,,,,6.0,1187.0,145.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,912.0,1646.0,45.0,20.0,,,,,,,
mohomax89,,,,,,62.0,1959.0,194.0,-50.0,True,,,,,,1.0,1381.0,297.0,0.0,True,394.0,1424.0,45.0,-15.0,,,,,,,,,,,,,,,,,914.0,1212.0,49.0,-11.0,,0.0,1500.0,500.0,0.0,True,1.0,1334.0,288.0,0.0,True,224.0,1589.0,66.0,-35.0,,,,,,,
jimenaquisocala,2.0,1311.0,286.0,0.0,True,,,,,,,,,,,7.0,902.0,148.0,0.0,True,20.0,1076.0,111.0,442.0,True,,,,,,1.0,1325.0,300.0,0.0,True,,,,,,15.0,600.0,142.0,-78.0,True,0.0,1500.0,500.0,0.0,True,6.0,1022.0,186.0,0.0,True,15.0,1048.0,124.0,12.0,True,,,,,,
jb35,,,,,,431.0,2061.0,87.0,0.0,,,,,,,,,,,,7.0,1493.0,186.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,2.0,1334.0,302.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1204.0,271.0,0.0,True,,,,,,
dnz_05,2.0,1008.0,281.0,0.0,True,16.0,917.0,119.0,0.0,True,,,,,,,,,,,10.0,915.0,165.0,0.0,True,1.0,1366.0,329.0,0.0,True,,,,,,,,,,,2.0,1388.0,357.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1289.0,376.0,0.0,True,3.0,1190.0,270.0,0.0,True,4.0,4.0,5.0,7.0,,
thequeen_tr,,,,,,40.0,1779.0,105.0,0.0,,,,,,,,,,,,11.0,1261.0,116.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,13.0,1644.0,112.0,-50.0,True,,,,,,
bigludz,,,,,,21.0,1232.0,130.0,0.0,True,,,,,,,,,,,650.0,1095.0,49.0,-1.0,,,,,,,,,,,,,,,,,8.0,1133.0,138.0,0.0,True,6.0,1191.0,266.0,0.0,True,0.0,1500.0,500.0,0.0,True,9.0,1232.0,135.0,0.0,True,,,,,,
alicol,,,,,,2.0,1130.0,263.0,0.0,True,,,,,,,,,,,1959.0,1080.0,45.0,0.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1172.0,309.0,0.0,True,23.0,886.0,117.0,10.0,True,,,,,,
daenek,,,,,,510.0,1750.0,80.0,0.0,,,,,,,,,,,,476.0,1207.0,71.0,17.0,,,,,,,,,,,,,,,,,2749.0,1273.0,45.0,4.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1361.0,328.0,0.0,True,,,,,,
druworos,,,,,,1.0,1438.0,424.0,0.0,True,,,,,,,,,,,904.0,1044.0,46.0,-3.0,,,,,,,,,,,,,,,,,1.0,1279.0,304.0,0.0,True,8.0,1664.0,178.0,0.0,True,1.0,1155.0,313.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
czanvettor,,,,,,41.0,1449.0,92.0,0.0,,,,,,,,,,,,8.0,1113.0,136.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,7.0,1435.0,144.0,0.0,True,,,,,,
yassermrpresident,,,,,,4.0,1332.0,182.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,3.0,921.0,195.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1183.0,240.0,0.0,True,,,,,,
tanishq-sujan_6,,,,,,,,,,,,,,,,,,,,,5.0,1132.0,192.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1221.0,247.0,0.0,True,,,,,,
prasannajagdale,,,,,,42.0,1915.0,94.0,0.0,,,,,,,,,,,,520.0,1632.0,57.0,-24.0,,,,,,,,,,,,2.0,1918.0,249.0,0.0,True,3.0,1856.0,221.0,0.0,True,0.0,1500.0,500.0,0.0,True,8.0,1819.0,177.0,0.0,True,37.0,1889.0,128.0,-91.0,True,,,,,,
iulia,,,,,,21.0,1496.0,163.0,0.0,True,,,,,,,,,,,11.0,937.0,136.0,0.0,True,,,,,,1.0,1300.0,295.0,0.0,True,,,,,,4.0,1478.0,201.0,0.0,True,1.0,1626.0,340.0,0.0,True,13.0,1286.0,169.0,-76.0,True,55.0,1161.0,120.0,-123.0,True,,,,,,
joaquincalderon2,,,,,,,,,,,,,,,,,,,,,5.0,929.0,191.0,0.0,True,,,,,,,,,,,,,,,,1.0,1137.0,308.0,0.0,True,1.0,1258.0,400.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
daneal-y,,,,,,92.0,1392.0,81.0,0.0,,,,,,,,,,,,2.0,1298.0,275.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1513.0,285.0,0.0,True,12.0,1667.0,145.0,-17.0,True,,,,,,
szachwilk,,,,,,7512.0,2502.0,73.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,2225.0,2430.0,45.0,0.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,41.0,2641.0,64.0,62.0,,,,,,,
arbonghetto,,,,,,1.0,1286.0,297.0,0.0,True,,,,,,,,,,,13.0,924.0,133.0,-20.0,True,,,,,,2.0,841.0,323.0,0.0,True,,,,,,9.0,945.0,131.0,0.0,True,40.0,1256.0,111.0,-33.0,True,6.0,889.0,178.0,0.0,True,23.0,860.0,126.0,-31.0,True,,,,,,
rodrigo_molina_g,,,,,,72.0,1336.0,89.0,0.0,,,,,,,1.0,1214.0,299.0,0.0,True,98.0,1269.0,59.0,60.0,,,,,,,,,,,,,,,,,394.0,1069.0,45.0,-4.0,,0.0,1500.0,500.0,0.0,True,23.0,1467.0,95.0,8.0,,397.0,1595.0,56.0,-26.0,,,,,,,
dillisbodrillis,,,,,,144.0,1800.0,85.0,0.0,,,,,,,8.0,1703.0,201.0,0.0,True,12.0,1383.0,133.0,-2.0,True,,,,,,,,,,,,,,,,11.0,1406.0,149.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1423.0,401.0,0.0,True,38.0,1614.0,96.0,146.0,,,,,,,
ramcorr55msb,,,,,,,,,,,,,,,,,,,,,4664.0,1734.0,45.0,15.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1471.0,175.0,0.0,True,,,,,,
halmica,,,,,,26.0,1678.0,177.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1251.0,295.0,0.0,True,,,,,,,,,,,1.0,1326.0,268.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1795.0,142.0,43.0,True,9.0,1363.0,153.0,0.0,True,,,,,,
pirekazzi,,,,,,20.0,1632.0,256.0,42.0,True,,,,,,,,,,,50.0,1652.0,191.0,-70.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,1.0,1716.0,396.0,0.0,True,1198.0,2180.0,45.0,6.0,,,,,,,
tonalisalvin,,,,,,376.0,1686.0,82.0,0.0,,,,,,,,,,,,2.0,957.0,235.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,2.0,1494.0,355.0,0.0,True,0.0,1500.0,500.0,0.0,True,75.0,1401.0,86.0,-56.0,,,,,,,
shemkir_1997,,,,,,26.0,1578.0,96.0,0.0,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,12.0,1107.0,111.0,34.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,88.0,1353.0,60.0,-6.0,,,,,,,
am_amarmustaqem26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accrow,,,,,,48.0,1381.0,104.0,0.0,,,,,,,,,,,,268.0,982.0,70.0,15.0,,,,,,,,,,,,,,,,,583.0,972.0,64.0,-8.0,,0.0,1500.0,500.0,0.0,True,236.0,1231.0,76.0,-20.0,,58.0,1129.0,82.0,66.0,,,,,,,
onadith,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1297.0,121.0,96.0,True,,,,,,
pedro6969,,,,,,1056.0,1994.0,110.0,0.0,True,,,,,,,,,,,12.0,1184.0,108.0,-34.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,61.0,1389.0,76.0,84.0,,1.0,16.0,2.0,19.0,5.0,9.0
rippazo,,,,,,69.0,1351.0,91.0,0.0,,,,,,,,,,,,67.0,1072.0,62.0,-11.0,,,,,,,,,,,,,,,,,266.0,1380.0,45.0,-5.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1450.0,110.0,106.0,True,,,,,,
nisayb,,,,,,3468.0,1446.0,91.0,0.0,,,,,,,,,,,,211.0,1005.0,45.0,32.0,,,,,,,,,,,,,,,,,3.0,1386.0,210.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
shukhov_kirill,,,,,,439.0,1558.0,75.0,0.0,,,,,,,,,,,,132.0,1218.0,45.0,-11.0,,,,,,,,,,,,,,,,,2.0,1124.0,227.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,22.0,1868.0,87.0,43.0,,,,,,,
chuckapic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
matatator,1.0,1157.0,369.0,0.0,True,1829.0,1749.0,88.0,0.0,,,,,,,,,,,,1850.0,1642.0,64.0,-25.0,,1.0,1340.0,365.0,0.0,True,,,,,,,,,,,4579.0,1466.0,46.0,-32.0,,1.0,1396.0,337.0,0.0,True,35.0,1651.0,187.0,0.0,True,3502.0,1611.0,128.0,-18.0,True,,,,,,
resoju,,,,,,798.0,2117.0,73.0,0.0,,,,,,,1.0,1298.0,299.0,0.0,True,84.0,1233.0,81.0,-17.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,295.0,1487.0,59.0,-38.0,,11.0,18.0,,,1.0,25.0
carloselop,,,,,,920.0,1540.0,78.0,0.0,,,,,,,,,,,,1461.0,1316.0,45.0,-22.0,,,,,,,,,,,,,,,,,1.0,1339.0,313.0,0.0,True,1.0,1431.0,295.0,0.0,True,0.0,1500.0,500.0,0.0,True,916.0,1613.0,63.0,-9.0,,,,,,,
marciprior,,,,,,,,,,,,,,,,,,,,,80.0,1933.0,56.0,40.0,,,,,,,,,,,,,,,,,443.0,1503.0,49.0,-40.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
eagle991,,,,,,,,,,,1.0,946.0,445.0,0.0,True,,,,,,0.0,1500.0,500.0,0.0,True,1.0,1318.0,278.0,0.0,True,,,,,,,,,,,5.0,600.0,236.0,0.0,True,3.0,1420.0,270.0,0.0,True,4.0,1444.0,240.0,0.0,True,5.0,991.0,215.0,0.0,True,,,,,,
roberto-2012,8.0,1515.0,187.0,0.0,True,,,,,,10.0,1538.0,176.0,0.0,True,,,,,,24.0,1463.0,118.0,-75.0,True,17.0,1484.0,131.0,-15.0,True,7.0,1519.0,230.0,0.0,True,5.0,1375.0,225.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
i21299-unaat,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1057.0,225.0,0.0,True,,,,,,
elbjornyeah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muraibatubungo,,,,,,2049.0,2409.0,68.0,0.0,,,,,,,28.0,1643.0,125.0,53.0,True,623.0,2430.0,54.0,12.0,,,,,,,,,,,,,,,,,3481.0,2383.0,48.0,18.0,,0.0,1500.0,500.0,0.0,True,5.0,2190.0,187.0,0.0,True,75.0,2381.0,87.0,65.0,,1.0,27.0,,,,
amad123123,,,,,,,,,,,,,,,,,,,,,5771.0,2039.0,45.0,5.0,,,,,,,1.0,1452.0,432.0,0.0,True,,,,,,187.0,1846.0,57.0,22.0,,1.0,1373.0,329.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1949.0,288.0,0.0,True,,,,,,
karen19999,,,,,,1730.0,2112.0,69.0,0.0,,,,,,,23.0,1426.0,131.0,-276.0,True,363.0,1903.0,80.0,-47.0,,,,,,,,,,,,,,,,,3440.0,1796.0,99.0,-22.0,,0.0,1500.0,500.0,0.0,True,7.0,1969.0,160.0,0.0,True,275.0,1928.0,99.0,37.0,,,,,,,
ivanidzze,,,,,,65.0,1760.0,86.0,0.0,,,,,,,,,,,,60.0,1412.0,48.0,18.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,642.0,1697.0,46.0,-10.0,,,,,,,
saivasamsetti,,,,,,39.0,1665.0,95.0,0.0,,,,,,,1.0,1233.0,293.0,0.0,True,107.0,1739.0,58.0,-6.0,,,,,,,,,,,,,,,,,4.0,1592.0,180.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1578.0,273.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
ilijastanic,,,,,,51.0,1754.0,156.0,0.0,True,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,3383.0,1891.0,45.0,-5.0,,,,,,,
ronchon,,,,,,269.0,1725.0,174.0,0.0,True,6.0,1378.0,229.0,0.0,True,156.0,1335.0,91.0,20.0,,34.0,1430.0,95.0,-37.0,,140.0,1475.0,125.0,25.0,True,85.0,1585.0,125.0,-53.0,True,,,,,,6599.0,1669.0,45.0,18.0,,1.0,1422.0,299.0,0.0,True,1.0,1349.0,308.0,0.0,True,2.0,1066.0,272.0,0.0,True,,,,,,
dinchr,19.0,1264.0,144.0,136.0,True,247.0,1720.0,65.0,0.0,,,,,,,51.0,1241.0,103.0,-44.0,,521.0,1373.0,57.0,-7.0,,,,,,,1.0,1258.0,406.0,0.0,True,4.0,1399.0,219.0,0.0,True,57.0,1226.0,94.0,66.0,,1.0,1605.0,277.0,0.0,True,7.0,1450.0,159.0,0.0,True,142.0,1400.0,77.0,5.0,,1.0,2.0,6.0,36.0,,
ripfiredragon,,,,,,94.0,1205.0,127.0,0.0,True,,,,,,,,,,,302.0,1156.0,62.0,7.0,,12.0,1479.0,149.0,16.0,True,,,,,,,,,,,4.0,1018.0,229.0,0.0,True,0.0,1500.0,500.0,0.0,True,3.0,1200.0,251.0,0.0,True,23.0,1207.0,117.0,-133.0,True,1.0,8.0,,,,
thasvind,,,,,,65.0,1444.0,78.0,0.0,,,,,,,,,,,,7.0,1274.0,144.0,0.0,True,,,,,,,,,,,,,,,,3.0,1302.0,198.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1609.0,81.0,-36.0,,,,,,,
meckx,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1129.0,322.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
jcb88,,,,,,49.0,1042.0,128.0,0.0,True,,,,,,,,,,,84.0,736.0,88.0,-65.0,,,,,,,,,,,,,,,,,91.0,842.0,77.0,41.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1038.0,224.0,0.0,True,,,,,,
su12233ggh,,,,,,276.0,2188.0,62.0,0.0,,,,,,,,,,,,786.0,1993.0,46.0,30.0,,,,,,,,,,,,,,,,,869.0,1734.0,45.0,-5.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,10.0,2080.0,146.0,0.0,True,,,,,,
maikon_diel,,,,,,,,,,,,,,,,,,,,,1933.0,1589.0,45.0,-17.0,,,,,,,,,,,,,,,,,18.0,1487.0,120.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1572.0,406.0,0.0,True,,,,,,
ozgurege524,5.0,1121.0,214.0,0.0,True,143.0,998.0,88.0,0.0,,,,,,,,,,,,69.0,1136.0,86.0,102.0,,2.0,1200.0,349.0,0.0,True,3.0,1193.0,259.0,0.0,True,,,,,,1.0,1297.0,303.0,0.0,True,6.0,1610.0,260.0,0.0,True,0.0,1500.0,500.0,0.0,True,18.0,1106.0,122.0,6.0,True,,,,,,
taneli,,,,,,2919.0,1854.0,61.0,0.0,,,,,,,,,,,,3957.0,1956.0,45.0,0.0,,,,,,,,,,,,,,,,,109.0,1814.0,45.0,-6.0,,0.0,1500.0,500.0,0.0,True,2.0,1796.0,259.0,0.0,True,623.0,1803.0,106.0,40.0,,,,,,,
anzhelika_kulibanova,,,,,,,,,,,,,,,,,,,,,10.0,808.0,153.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
cjsplays,,,,,,3.0,1252.0,252.0,0.0,True,,,,,,,,,,,3.0,1011.0,193.0,0.0,True,,,,,,,,,,,,,,,,1.0,1374.0,331.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
vkoarty,,,,,,128.0,1928.0,118.0,0.0,True,,,,,,,,,,,4900.0,1856.0,46.0,-9.0,,,,,,,,,,,,,,,,,4.0,1216.0,207.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,33.0,1659.0,123.0,275.0,True,,,,,,
onurgenc_23,,,,,,83.0,1391.0,86.0,0.0,,,,,,,,,,,,2996.0,1676.0,47.0,46.0,,,,,,,,,,,,,,,,,118.0,1393.0,83.0,-20.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,643.0,1817.0,46.0,-39.0,,,,,,,
johnclaytonmayer,,,,,,369.0,1858.0,87.0,0.0,,,,,,,,,,,,268.0,1026.0,50.0,17.0,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,58.0,1584.0,95.0,-86.0,,55.0,1317.0,76.0,-47.0,,,,,,,
faouzitun,,,,,,89.0,1777.0,115.0,0.0,True,,,,,,,,,,,2257.0,1627.0,45.0,31.0,,,,,,,,,,,,,,,,,58.0,1379.0,96.0,57.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,,,,,,
nntiv,,,,,,28.0,1485.0,146.0,0.0,True,,,,,,,,,,,8.0,836.0,149.0,0.0,True,,,,,,,,,,,,,,,,8.0,712.0,142.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,249.0,1213.0,64.0,0.0,,,,,,,
aryt,,,,,,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,6.0,1029.0,191.0,0.0,True,,,,,,
espermatozoilo,,,,,,34.0,1273.0,100.0,0.0,,,,,,,,,,,,14.0,1402.0,112.0,35.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,2.0,1577.0,239.0,0.0,True,395.0,1353.0,51.0,-2.0,,,,,,,
gully16bt,,,,,,11.0,973.0,185.0,0.0,True,,,,,,,,,,,11.0,1379.0,171.0,0.0,True,,,,,,,,,,,,,,,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,5.0,1261.0,237.0,0.0,True,1.0,3.0,,,,
fernandoro_4wie,,,,,,7.0,1508.0,212.0,0.0,True,,,,,,,,,,,78.0,1149.0,96.0,-91.0,,,,,,,,,,,,,,,,,5.0,877.0,246.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,4.0,1498.0,230.0,0.0,True,,,,,,
denis_satt,,,,,,169.0,1388.0,86.0,0.0,,,,,,,,,,,,1437.0,1143.0,45.0,21.0,,1.0,1258.0,405.0,0.0,True,,,,,,,,,,,4.0,929.0,188.0,0.0,True,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,15.0,1277.0,110.0,62.0,True,,,,,,
zwiwwwel,,,,,,10927.0,1641.0,66.0,0.0,,,,,,,,,,,,1948.0,1350.0,46.0,-14.0,,,,,,,,,,,,,,,,,6.0,1122.0,170.0,0.0,True,0.0,1500.0,500.0,0.0,True,14.0,1571.0,145.0,-55.0,True,88.0,1313.0,98.0,-60.0,,,,,,,
okaysafa27,,,,,,26.0,1695.0,193.0,16.0,True,,,,,,,,,,,1318.0,1320.0,45.0,-8.0,,,,,,,,,,,,,,,,,997.0,1248.0,85.0,-19.0,,1.0,1432.0,304.0,0.0,True,6.0,1465.0,177.0,0.0,True,14.0,1384.0,107.0,-19.0,,,,,,,
pdeuez,,,,,,,,,,,,,,,,,,,,,47.0,1535.0,70.0,9.0,,,,,,,,,,,,,,,,,74.0,1236.0,46.0,-12.0,,0.0,1500.0,500.0,0.0,True,0.0,1500.0,500.0,0.0,True,54.0,1694.0,69.0,-16.0,,,,,,,
tanay15,,,,,,29.0,1681.0,200.0,0.0,True,1.0,1471.0,341.0,0.0,True,,,,,,2.0,1225.0,230.0,0.0,True,,,,,,,,,,,,,,,,1.0,1471.0,341.0,0.0,True,0.0,1500.0,500.0,0.0,True,13.0,1434.0,126.0,10.0,True,7.0,1179.0,174.0,0.0,True,,,,,,
smancer,,,,,,1499.0,1940.0,81.0,0.0,,,,,,,,,,,,220.0,1389.0,77.0,-9.0,,,,,,,,,,,,,,,,,1317.0,1069.0,55.0,12.0,,0.0,1500.0,500.0,0.0,True,2.0,1236.0,226.0,0.0,True,23.0,1628.0,143.0,236.0,True,1.0,20.0,,,,
